#TYPE NuGet.PackageManagement.PowerShellCmdlets.PowerShellInstalledPackage
"ProjectName","Id","Versions","AsyncLazyVersions","Version","AllVersions","LicenseUrl"
"ToolsConsole","System.Security.Cryptography.Encoding","System.Linq.Enumerable+<TakeIterator>d__25`1[NuGet.Versioning.NuGetVersion]","NuGet.Versioning.NuGetVersion[]","4.3.0","False","http://go.microsoft.com/fwlink/?LinkId=329770"
"ToolsConsole","System.Security.Cryptography.Primitives","System.Linq.Enumerable+<TakeIterator>d__25`1[NuGet.Versioning.NuGetVersion]","NuGet.Versioning.NuGetVersion[]","4.3.0","False","http://go.microsoft.com/fwlink/?LinkId=329770"
"ToolsConsole","System.Security.Cryptography.X509Certificates","System.Linq.Enumerable+<TakeIterator>d__25`1[NuGet.Versioning.NuGetVersion]","NuGet.Versioning.NuGetVersion[]","4.3.2","False","http://go.microsoft.com/fwlink/?LinkId=329770"
"ToolsConsole","System.Text.Encodings.Web","System.Linq.Enumerable+<TakeIterator>d__25`1[NuGet.Versioning.NuGetVersion]","NuGet.Versioning.NuGetVersion[]","5.0.1","False","https://licenses.nuget.org/MIT"
"ToolsConsole","System.ValueTuple","System.Linq.Enumerable+<TakeIterator>d__25`1[NuGet.Versioning.NuGetVersion]","NuGet.Versioning.NuGetVersion[]","4.5.0","False","https://github.com/dotnet/corefx/blob/master/LICENSE.TXT"
"WordbookImpressApp","SkiaSharp.Views.Forms","System.Linq.Enumerable+<TakeIterator>d__25`1[NuGet.Versioning.NuGetVersion]","NuGet.Versioning.NuGetVersion[]","2.80.3","False","https://go.microsoft.com/fwlink/?linkid=868514"
"WordbookImpressApp","CoreTweet","System.Linq.Enumerable+<TakeIterator>d__25`1[NuGet.Versioning.NuGetVersion]","NuGet.Versioning.NuGetVersion[]","1.0.0.483","False","http://opensource.org/licenses/mit-license.php"
"WordbookImpressApp","ZXing.Net.Mobile.Forms","System.Linq.Enumerable+<TakeIterator>d__25`1[NuGet.Versioning.NuGetVersion]","NuGet.Versioning.NuGetVersion[]","2.4.1","False","http://raw.github.com/Redth/ZXing.Net.Mobile/master/License.md"
"WordbookImpressApp","Octokit","System.Linq.Enumerable+<TakeIterator>d__25`1[NuGet.Versioning.NuGetVersion]","NuGet.Versioning.NuGetVersion[]","0.50.0","False","https://licenses.nuget.org/MIT"
"WordbookImpressApp","SharpCifs.Std","System.Linq.Enumerable+<TakeIterator>d__25`1[NuGet.Versioning.NuGetVersion]","NuGet.Versioning.NuGetVersion[]","0.2.13","False","https://github.com/ume05rw/SharpCifs.Std/blob/master/LICENSE"
"WordbookImpressApp","NETStandard.Library","System.Linq.Enumerable+<TakeIterator>d__25`1[NuGet.Versioning.NuGetVersion]","NuGet.Versioning.NuGetVersion[]","2.0.3","False","https://github.com/dotnet/standard/blob/master/LICENSE.TXT"
"WordbookImpressApp","Nager.AmazonProductAdvertising","System.Linq.Enumerable+<TakeIterator>d__25`1[NuGet.Versioning.NuGetVersion]","NuGet.Versioning.NuGetVersion[]","1.2.5","False","https://licenses.nuget.org/MIT"
"WordbookImpressApp","Xamarin.Forms","System.Linq.Enumerable+<TakeIterator>d__25`1[NuGet.Versioning.NuGetVersion]","NuGet.Versioning.NuGetVersion[]","5.0.0.2125","False","https://licenses.nuget.org/MIT"
"WordbookImpressApp","DocumentFormat.OpenXml","System.Linq.Enumerable+<TakeIterator>d__25`1[NuGet.Versioning.NuGetVersion]","NuGet.Versioning.NuGetVersion[]","2.13.1","False","https://licenses.nuget.org/MIT"
"WordbookImpressApp.UWP","SkiaSharp.Views.Forms","System.Linq.Enumerable+<TakeIterator>d__25`1[NuGet.Versioning.NuGetVersion]","NuGet.Versioning.NuGetVersion[]","2.80.3","False","https://go.microsoft.com/fwlink/?linkid=868514"
"WordbookImpressApp.UWP","Xamarin.Forms","System.Linq.Enumerable+<TakeIterator>d__25`1[NuGet.Versioning.NuGetVersion]","NuGet.Versioning.NuGetVersion[]","5.0.0.2125","False","https://licenses.nuget.org/MIT"
"WordbookImpressApp.UWP","Microsoft.NETCore.UniversalWindowsPlatform","System.Linq.Enumerable+<TakeIterator>d__25`1[NuGet.Versioning.NuGetVersion]","NuGet.Versioning.NuGetVersion[]","6.2.12","False","https://github.com/Microsoft/dotnet/blob/master/releases/UWP/LICENSE.TXT"
"WordbookImpressApp.iOS","SkiaSharp.Views.Forms","System.Linq.Enumerable+<TakeIterator>d__25`1[NuGet.Versioning.NuGetVersion]","NuGet.Versioning.NuGetVersion[]","2.80.3","False","https://go.microsoft.com/fwlink/?linkid=868514"
"WordbookImpressApp.iOS","Xamarin.Forms","System.Linq.Enumerable+<TakeIterator>d__25`1[NuGet.Versioning.NuGetVersion]","NuGet.Versioning.NuGetVersion[]","5.0.0.2125","False","https://licenses.nuget.org/MIT"
"WordbookImpressApp.Android","SkiaSharp.Views.Forms","System.Linq.Enumerable+<TakeIterator>d__25`1[NuGet.Versioning.NuGetVersion]","NuGet.Versioning.NuGetVersion[]","2.80.3","False","https://go.microsoft.com/fwlink/?linkid=868514"
"WordbookImpressApp.Android","Xamarin.Forms","System.Linq.Enumerable+<TakeIterator>d__25`1[NuGet.Versioning.NuGetVersion]","NuGet.Versioning.NuGetVersion[]","5.0.0.2125","False","https://licenses.nuget.org/MIT"
"WordbookImpressApp.Android","Xamarin.Android.Support.Design","System.Linq.Enumerable+<TakeIterator>d__25`1[NuGet.Versioning.NuGetVersion]","NuGet.Versioning.NuGetVersion[]","28.0.0.3","False","https://go.microsoft.com/fwlink/?linkid=865381"
"WordbookImpressApp.Android","Xamarin.Android.Support.v7.AppCompat","System.Linq.Enumerable+<TakeIterator>d__25`1[NuGet.Versioning.NuGetVersion]","NuGet.Versioning.NuGetVersion[]","28.0.0.3","False","https://go.microsoft.com/fwlink/?linkid=865381"
"WordbookImpressApp.Android","Xamarin.Android.Support.v4","System.Linq.Enumerable+<TakeIterator>d__25`1[NuGet.Versioning.NuGetVersion]","NuGet.Versioning.NuGetVersion[]","28.0.0.3","False","https://go.microsoft.com/fwlink/?linkid=865381"
"WordbookImpressApp.Android","Xamarin.Android.Support.v7.CardView","System.Linq.Enumerable+<TakeIterator>d__25`1[NuGet.Versioning.NuGetVersion]","NuGet.Versioning.NuGetVersion[]","28.0.0.3","False","https://go.microsoft.com/fwlink/?linkid=865381"
"WordbookImpressApp.Android","Xamarin.Android.Support.v7.MediaRouter","System.Linq.Enumerable+<TakeIterator>d__25`1[NuGet.Versioning.NuGetVersion]","NuGet.Versioning.NuGetVersion[]","28.0.0.3","False","https://go.microsoft.com/fwlink/?linkid=865381"
"WordbookImpressApp.Android","ZXing.Net.Mobile","System.Linq.Enumerable+<TakeIterator>d__25`1[NuGet.Versioning.NuGetVersion]","NuGet.Versioning.NuGetVersion[]","2.4.1","False","http://raw.github.com/Redth/ZXing.Net.Mobile/master/License.md"
"WordbookImpressApp.Android","Xamarin.AndroidX.MediaRouter","System.Linq.Enumerable+<TakeIterator>d__25`1[NuGet.Versioning.NuGetVersion]","NuGet.Versioning.NuGetVersion[]","1.2.0","False","https://aka.ms/deprecateLicenseUrl"
"WordbookImpressApp.Android","Xamarin.AndroidX.Palette","System.Linq.Enumerable+<TakeIterator>d__25`1[NuGet.Versioning.NuGetVersion]","NuGet.Versioning.NuGetVersion[]","1.0.0.5","False","https://aka.ms/deprecateLicenseUrl"
